,Global_active_power,Global_reactive_power,Voltage,Global_intensity,Sub_metering_1,Sub_metering_2,Sub_metering_3,day,month,Total_power_use
462,0.318,0.122,239.93,1.6,0,0,0,21,9,0
463,0.532,0.114,242.82,2.4,0,0,1,16,4,1
464,0.328,0.122,245.27,1.4,0,0,0,15,12,0
465,2.198,0.356,234.06,10.4,11,0,1,8,10,12
466,1.454,0.102,240.24,6.0,1,0,18,19,1,19
467,0.292,0.196,241.62,1.4,0,0,0,2,7,0
468,0.49,0.318,241.35,2.4,0,2,0,1,10,2
469,0.47,0.098,243.91,2.0,0,0,1,30,4,1
470,0.318,0.246,239.15,1.6,0,1,0,1,7,1
471,0.338,0.096,240.48,1.4,0,1,0,9,3,1
472,0.366,0.114,243.17,1.6,0,0,0,7,4,0
473,0.966,0.072,240.39,4.0,0,0,1,19,11,1
474,0.272,0.0,244.13,1.2,0,0,0,6,4,0
475,2.998,0.432,239.3,13.0,0,0,18,24,12,18
476,0.71,0.208,237.42,3.2,0,0,0,20,2,0
477,1.558,0.158,244.98,6.4,0,3,19,2,12,22
478,0.482,0.242,242.83,2.2,0,1,0,17,9,1
479,0.446,0.0,245.59,1.8,0,0,0,13,11,0
480,0.22,0.0,237.06,1.0,0,0,0,3,6,0
481,0.986,0.29,240.86,4.2,0,0,11,21,5,11
482,0.326,0.0,242.45,1.6,0,0,0,31,1,0
483,0.49,0.534,240.38,3.0,0,1,0,25,6,1
484,0.446,0.182,234.63,2.0,0,2,1,26,5,3
485,2.868,0.1,238.71,12.0,0,0,18,25,10,18
486,0.35,0.132,243.58,1.6,0,1,0,26,3,1
487,3.674,0.212,240.67,15.2,0,0,29,1,12,29
488,0.274,0.0,242.13,1.4,0,0,1,18,6,1
489,1.346,0.046,242.98,5.4,0,0,19,1,4,19
490,1.912,0.196,240.02,8.0,0,1,18,28,11,19
491,0.248,0.252,239.88,1.4,0,0,0,21,8,0
492,6.008,0.06,234.52,25.6,53,0,18,11,4,71
493,1.306,0.106,238.58,5.4,0,0,0,9,10,0
494,2.314,0.38,234.47,10.2,1,0,17,28,5,18
495,1.244,0.372,244.59,5.4,0,1,0,20,12,1
496,1.858,0.286,235.18,8.0,0,0,11,6,10,11
497,3.542,0.144,234.53,15.0,0,37,18,16,5,55
498,0.214,0.0,248.3,0.8,0,0,0,29,12,0
499,1.39,0.212,240.98,5.8,0,0,19,17,7,19
500,0.218,0.058,246.3,0.8,0,0,0,20,1,0
501,0.154,0.0,240.65,0.6,0,0,1,31,7,1
502,2.412,0.206,236.41,11.0,0,1,18,23,3,19
503,0.64,0.242,244.03,2.8,0,2,1,25,5,3
504,2.256,0.198,237.42,9.4,0,1,17,31,3,18
505,0.906,0.324,240.73,4.0,0,2,11,30,8,13
506,1.548,0.166,237.89,6.6,0,2,18,8,5,20
507,3.424,0.062,235.0,14.4,36,0,17,7,9,53
508,0.162,0.0,240.05,0.6,0,0,1,2,6,1
509,0.39,0.114,244.24,1.6,0,0,1,15,4,1
510,2.254,0.0,237.35,9.4,0,0,0,5,1,0
511,0.322,0.232,243.22,1.6,0,2,1,25,6,3
512,1.776,0.0,239.42,8.2,0,0,0,21,1,0
513,0.852,0.242,239.92,3.6,0,1,12,23,7,13
514,0.992,0.234,243.65,4.2,1,0,12,1,6,13
515,0.688,0.064,237.67,2.8,0,1,1,25,10,2
516,0.302,0.206,238.94,1.4,0,1,1,1,8,2
517,0.37,0.24,244.73,1.8,0,1,1,6,9,2
518,0.474,0.256,243.57,2.2,0,1,1,1,12,2
519,1.07,0.068,237.57,4.6,0,0,1,15,4,1
520,1.096,0.174,240.12,5.0,0,8,0,19,12,8
521,0.414,0.068,243.13,1.8,0,0,0,15,1,0
522,1.61,0.2,238.32,6.8,0,1,19,27,8,20
523,2.458,0.142,242.15,10.2,0,0,19,23,1,19
524,0.344,0.176,241.19,1.6,0,0,0,11,9,0
525,0.22,0.138,242.59,1.0,0,1,1,21,7,2
526,2.01,0.28,240.5,8.4,0,2,30,10,6,32
527,1.52,0.25,237.81,6.6,0,0,18,24,2,18
528,0.308,0.084,242.27,1.2,0,0,1,21,6,1
529,2.372,0.228,236.02,10.2,0,32,1,4,6,33
530,0.58,0.238,249.54,2.6,0,2,0,4,1,2
531,0.382,0.212,241.33,1.8,0,1,0,4,12,1
532,0.144,0.0,239.46,0.6,0,0,1,5,9,1
533,0.724,0.0,246.45,2.8,0,0,0,23,2,0
534,1.896,0.164,239.83,7.8,0,0,30,28,5,30
535,3.02,0.09,238.12,12.6,0,0,17,30,9,17
536,0.344,0.114,236.79,1.6,0,1,0,14,1,1
537,0.246,0.056,241.9,1.0,0,0,1,10,5,1
538,0.23,0.0,243.8,1.0,0,0,0,9,3,0
539,1.862,0.332,242.78,7.8,0,0,0,15,2,0
540,2.97,0.188,238.44,12.4,1,5,18,19,10,24
541,1.886,0.0,240.77,7.8,0,0,18,29,1,18
542,1.338,0.078,241.32,5.6,0,0,18,17,6,18
543,2.858,0.352,238.53,12.4,22,1,18,1,5,41
544,0.362,0.1,243.49,1.4,0,0,1,9,4,1
545,1.008,0.0,239.37,4.6,0,0,13,26,4,13
546,0.598,0.168,237.65,2.8,0,0,0,1,11,0
547,0.244,0.0,243.76,1.0,0,0,0,11,12,0
548,0.4,0.198,245.71,1.8,0,0,0,19,3,0
549,0.398,0.348,241.21,2.2,0,2,0,25,9,2
550,1.476,0.334,238.91,6.4,1,2,0,1,3,3
551,0.13,0.0,244.34,0.6,0,0,0,1,10,0
552,0.314,0.112,245.99,1.2,0,0,0,24,12,0
553,1.382,0.196,243.06,5.8,0,1,0,20,2,1
554,4.732,0.0,236.14,20.0,36,0,18,6,4,54
555,1.488,0.12,242.07,6.0,2,0,18,1,4,20
556,1.304,0.098,239.55,5.4,1,0,17,22,8,18
557,0.22,0.0,245.68,1.0,0,0,0,25,1,0
558,1.964,0.0,239.58,8.2,0,0,18,12,10,18
559,0.328,0.104,245.35,1.4,0,0,0,11,2,0
560,0.392,0.208,240.48,1.8,0,1,0,22,4,1
561,1.522,0.284,240.23,7.4,10,5,0,10,10,15
562,3.458,0.0,241.24,14.2,0,0,18,24,1,18
563,0.546,0.082,240.92,2.2,0,0,1,27,5,1
564,0.25,0.0,240.33,1.0,0,0,1,28,4,1
565,0.238,0.0,238.16,1.0,0,0,0,17,2,0
566,0.402,0.094,241.31,2.0,0,0,1,28,6,1
567,2.398,0.168,240.76,10.0,0,0,19,28,6,19
568,1.98,0.2,238.1,8.2,0,0,29,9,9,29
569,1.882,0.0,238.12,7.8,1,0,18,1,5,19
570,0.682,0.068,242.64,3.6,0,1,5,17,4,6
571,0.19,0.0,237.09,0.8,0,0,0,5,6,0
572,1.614,0.42,237.23,7.8,0,1,0,8,6,1
573,0.2,0.138,242.0,1.0,0,0,0,18,8,0
574,1.418,0.088,237.91,6.0,0,0,17,7,10,17
575,0.25,0.0,242.24,1.2,0,0,0,3,9,0
576,0.234,0.0,239.92,1.2,0,0,0,29,8,0
577,1.356,0.052,241.31,5.6,0,0,18,26,3,18
578,0.314,0.086,239.98,1.4,0,0,0,11,10,0
579,0.3,0.0,244.09,1.2,0,0,0,6,4,0
580,1.4,0.236,239.26,5.8,1,0,19,18,6,20
581,0.228,0.088,240.59,1.0,0,0,0,6,8,0
582,1.286,0.07,239.72,5.2,0,2,18,30,6,20
583,0.336,0.104,243.17,1.4,0,1,0,3,3,1
584,0.26,0.05,244.29,1.2,0,0,0,13,1,0
585,0.354,0.122,243.6,1.4,0,0,0,10,4,0
586,1.388,0.092,239.33,5.8,0,0,18,15,8,18
587,1.524,0.212,239.25,6.4,0,0,18,23,5,18
588,0.31,0.086,242.67,1.2,0,0,0,3,1,0
589,1.534,0.084,239.85,6.4,0,0,18,2,9,18
590,1.428,0.098,244.7,5.8,0,0,18,18,10,18
591,0.638,0.164,239.61,2.8,0,0,0,6,5,0
592,0.502,0.192,242.95,2.2,0,0,0,25,1,0
593,0.19,0.046,240.22,1.0,0,0,0,14,7,0
594,1.294,0.066,240.65,5.4,0,0,18,26,1,18
595,0.416,0.224,246.92,1.8,0,0,0,22,11,0
596,0.204,0.098,242.95,1.0,0,0,0,14,7,0
597,0.49,0.092,240.94,2.2,0,0,0,25,11,0
598,0.394,0.076,240.31,1.6,0,0,1,1,6,1
599,1.45,0.172,244.08,6.0,0,0,0,26,11,0
600,0.228,0.106,234.54,1.0,0,0,0,6,8,0
601,1.478,0.106,242.36,6.0,2,0,18,14,3,20
602,1.012,0.312,238.05,4.4,0,1,12,16,7,13
603,0.362,0.158,243.27,1.6,0,0,0,14,1,0
604,0.402,0.224,242.75,1.8,0,2,0,29,11,2
605,1.24,0.094,235.24,5.2,0,0,17,14,9,17
606,0.796,0.0,239.39,3.2,0,0,1,4,5,1
607,0.256,0.214,234.67,1.4,0,0,0,5,8,0
608,4.544,0.0,232.81,19.4,0,71,0,2,3,71
609,0.226,0.074,242.64,1.0,0,0,1,15,7,1
610,1.334,0.39,240.54,5.8,0,0,13,9,7,13
611,4.526,0.376,236.66,19.2,36,0,17,22,8,53
612,0.33,0.236,239.94,1.6,0,1,1,1,8,2
613,0.334,0.126,247.49,1.4,0,0,0,19,11,0
614,0.404,0.0,243.26,2.0,0,0,0,13,12,0
615,0.262,0.066,243.31,1.2,0,0,0,15,11,0
616,0.454,0.132,243.31,2.0,0,0,0,2,1,0
617,1.34,0.05,240.79,5.6,0,0,18,20,9,18
618,0.342,0.136,241.56,1.6,0,0,1,14,6,1
619,0.334,0.128,240.59,1.6,0,1,1,5,9,2
620,0.314,0.1,240.18,1.4,0,0,0,30,10,0
621,0.362,0.2,244.52,1.6,0,1,0,22,3,1
622,0.27,0.0,246.82,1.2,0,0,0,24,1,0
623,1.516,0.19,239.7,6.4,0,0,18,6,10,18
624,0.352,0.084,243.31,1.6,0,0,1,30,4,1
625,0.164,0.0,242.31,0.8,0,0,1,17,8,1
626,1.988,0.0,238.91,8.2,0,0,1,18,1,1
627,0.586,0.268,241.04,2.6,0,1,1,28,3,2
628,2.828,0.076,240.04,11.8,0,0,18,30,1,18
629,0.352,0.228,239.24,1.8,0,1,0,14,9,1
630,1.324,0.0,236.77,5.6,0,0,18,25,5,18
631,0.66,0.09,244.64,2.6,0,0,0,17,12,0
632,0.3,0.24,241.01,1.6,0,0,1,20,7,1
633,0.218,0.138,246.43,1.0,0,1,1,2,8,2
634,0.334,0.106,241.57,1.4,0,0,0,8,10,0
635,0.208,0.062,242.68,0.8,0,0,0,26,11,0
636,0.256,0.142,241.02,1.2,0,0,0,26,8,0
637,1.436,0.184,239.33,6.0,0,0,18,9,3,18
638,0.564,0.204,242.75,2.6,0,0,0,15,5,0
639,0.25,0.0,247.87,1.0,0,0,1,19,12,1
640,0.33,0.216,240.93,1.6,0,0,0,5,9,0
641,2.168,0.0,238.61,9.2,0,0,0,10,3,0
642,0.154,0.0,244.46,0.6,0,0,0,25,9,0
643,0.43,0.184,241.45,2.2,0,0,0,14,9,0
644,0.374,0.136,239.2,1.6,0,0,1,3,5,1
645,7.35,0.462,236.13,31.2,37,0,18,10,1,55
646,0.244,0.0,246.15,1.0,0,0,1,14,12,1
647,0.306,0.102,240.64,1.4,0,0,1,1,9,1
648,0.41,0.0,242.15,1.8,0,1,1,13,9,2
649,0.476,0.268,247.87,2.2,0,1,0,16,12,1
650,3.428,0.234,237.88,14.4,0,1,0,24,3,1
651,2.99,0.12,234.62,12.6,37,0,0,29,1,37
652,0.232,0.096,243.38,1.0,0,0,1,15,8,1
653,0.382,0.092,242.9,1.6,0,0,1,8,4,1
654,2.16,0.41,239.7,9.0,0,0,18,23,5,18
655,0.206,0.0,243.12,0.8,0,0,1,4,6,1
656,2.058,0.152,244.59,8.4,0,0,18,10,1,18
657,0.72,0.0,240.31,3.0,0,0,1,9,9,1
658,2.374,0.0,240.47,9.8,0,0,18,22,2,18
659,1.23,0.0,241.32,5.0,0,0,18,28,7,18
660,0.85,0.24,239.27,3.6,0,0,1,22,3,1
661,0.122,0.0,239.21,0.6,0,0,0,6,9,0
662,0.566,0.216,246.73,2.6,2,0,0,21,1,2
663,0.432,0.236,243.49,2.0,0,0,0,9,2,0
664,0.998,0.288,242.96,4.2,0,0,13,20,8,13
665,1.462,0.172,240.65,6.0,0,0,17,9,12,17
666,0.372,0.24,242.36,1.8,1,1,0,28,5,2
667,2.732,0.152,236.85,11.4,0,0,18,30,1,18
668,1.52,0.07,240.14,6.4,0,0,20,16,9,20
669,0.2,0.074,237.53,1.0,0,0,0,24,4,0
670,0.306,0.072,242.44,1.2,0,0,0,21,10,0
671,1.348,0.0,240.2,5.6,0,1,18,7,7,19
672,0.326,0.252,241.27,1.6,0,0,1,15,8,1
673,0.312,0.118,241.08,1.4,0,0,0,10,4,0
674,1.26,0.0,237.07,5.2,0,0,17,30,5,17
675,1.794,0.048,242.27,7.4,2,1,1,19,10,4
676,1.436,0.094,246.17,5.8,0,0,18,20,12,18
677,0.402,0.194,241.61,1.8,0,0,0,24,1,0
678,1.504,0.314,237.61,6.4,0,1,18,15,4,19
679,2.378,0.1,243.44,9.6,1,0,18,14,3,19
680,0.254,0.0,243.56,1.0,0,0,0,13,5,0
681,0.238,0.064,237.67,1.0,0,0,1,7,5,1
682,1.462,0.16,240.68,6.2,0,1,18,23,9,19
683,0.32,0.084,246.63,1.4,0,0,1,12,12,1
684,2.22,0.092,239.34,9.2,0,0,18,8,12,18
685,1.35,0.0,244.31,5.4,0,0,19,28,3,19
686,0.394,0.176,242.24,1.8,0,0,0,2,10,0
687,0.318,0.092,239.38,1.4,0,0,1,20,7,1
688,2.824,0.41,239.95,11.8,0,2,19,25,4,21
689,1.764,0.3,235.21,7.6,1,0,17,8,5,18
690,0.324,0.206,242.21,1.6,0,1,1,17,9,2
691,0.282,0.0,245.69,1.2,0,0,1,28,1,1
692,0.348,0.126,244.81,1.4,0,2,1,7,10,3
693,0.148,0.0,240.85,0.6,0,0,0,12,9,0
694,0.764,0.358,242.95,3.6,0,6,0,31,3,6
695,1.306,0.124,241.61,5.4,0,0,1,8,4,1
696,0.156,0.0,242.21,0.6,0,0,1,2,8,1
697,0.228,0.0,241.28,0.8,0,0,1,26,10,1
698,0.416,0.096,237.94,2.0,0,0,1,30,7,1
699,1.38,0.076,237.6,5.8,0,0,18,24,10,18
700,1.288,0.0,241.05,6.8,0,0,0,20,1,0
701,0.4,0.0,245.31,1.8,0,0,0,6,12,0
702,0.184,0.0,239.66,0.8,0,0,1,20,7,1
703,0.334,0.11,245.12,1.4,0,0,0,22,11,0
704,0.58,0.226,243.51,2.6,0,5,1,14,4,6
705,0.32,0.118,243.12,1.4,0,0,0,7,11,0
706,0.332,0.124,249.58,1.4,0,0,0,2,2,0
707,2.48,0.228,242.45,10.2,0,1,19,5,12,20
708,0.43,0.23,244.47,2.0,0,0,1,29,4,1
709,0.188,0.0,241.5,0.8,0,0,0,8,7,0
710,1.374,0.098,242.52,5.6,0,1,18,21,2,19
711,0.18,0.048,243.39,0.8,0,0,1,22,7,1
712,0.254,0.146,235.64,1.2,0,0,0,21,7,0
713,1.358,0.046,232.02,6.0,0,0,17,26,4,17
714,0.36,0.078,243.72,1.6,0,0,1,3,10,1
715,1.412,0.0,237.33,5.8,0,0,0,11,1,0
716,0.218,0.0,243.4,0.8,0,0,0,15,3,0
717,1.406,0.0,243.01,5.8,0,0,18,24,4,18
718,0.152,0.0,240.35,0.6,0,0,1,5,9,1
719,2.13,0.126,240.22,8.8,0,0,18,7,10,18
720,0.36,0.0,241.24,1.4,0,0,0,18,4,0
721,0.314,0.09,235.41,1.4,0,1,0,16,5,1
722,0.39,0.088,242.91,1.6,0,0,0,17,4,0
723,0.42,0.2,244.27,1.8,0,1,0,27,3,1
724,2.176,0.0,244.06,8.8,0,0,18,30,3,18
725,0.486,0.146,242.55,2.6,0,0,3,6,12,3
726,1.52,0.0,231.1,6.6,0,0,17,1,8,17
727,1.494,0.064,231.65,6.4,0,0,16,6,6,16
728,0.336,0.086,232.11,1.4,0,0,0,28,5,0
729,0.456,0.264,246.69,2.0,0,1,1,29,1,2
730,0.496,0.23,240.26,2.4,0,1,0,30,5,1
731,3.798,0.106,233.06,16.2,37,0,18,29,5,55
732,1.86,0.0,243.26,7.6,0,0,0,7,11,0
733,1.654,0.116,239.73,7.6,0,0,18,12,9,18
734,1.646,0.0,243.58,6.6,0,0,19,8,12,19
735,0.258,0.148,241.35,1.2,0,0,1,9,7,1
736,0.29,0.062,240.15,1.4,0,0,0,20,11,0
737,0.504,0.0,244.29,2.0,0,0,1,30,9,1
738,0.176,0.0,243.33,0.8,0,0,1,21,7,1
739,0.232,0.05,236.75,1.0,0,0,0,29,5,0
740,0.148,0.0,239.67,0.6,0,0,1,5,8,1
741,0.102,0.0,237.29,0.4,0,0,0,28,7,0
742,1.468,0.108,245.32,6.0,0,0,19,10,3,19
743,0.15,0.0,241.6,0.6,0,0,0,24,8,0
744,2.062,0.296,234.97,8.8,1,0,0,18,2,1
745,1.602,0.17,237.17,6.8,0,1,18,30,10,19
746,0.082,0.0,241.3,0.2,0,0,1,15,8,1
747,0.322,0.1,243.2,1.4,0,2,1,2,7,3
748,0.292,0.176,242.16,1.4,0,0,0,10,6,0
749,4.042,0.85,239.31,17.2,40,0,0,25,3,40
750,0.318,0.086,242.67,1.4,0,0,0,23,2,0
751,1.202,0.446,244.99,5.2,0,1,10,28,2,11
752,1.442,0.328,239.82,6.0,0,1,18,8,9,19
753,0.344,0.076,239.75,1.6,0,0,0,20,2,0
754,3.136,0.578,237.8,13.8,0,0,0,18,2,0
755,1.732,0.366,243.73,7.2,0,0,18,21,1,18
756,1.374,0.076,238.11,5.8,0,0,18,15,5,18
757,2.402,0.316,237.99,10.2,0,1,18,25,10,19
758,0.428,0.074,239.02,1.8,0,0,0,15,7,0
759,0.244,0.0,246.97,1.0,0,0,0,21,11,0
760,2.258,0.074,237.1,9.4,0,0,18,4,2,18
761,0.23,0.0,245.07,1.0,0,0,0,20,12,0
762,1.406,0.07,244.08,5.6,0,0,18,8,12,18
763,2.114,0.0,238.38,9.0,1,0,17,13,2,18
764,0.236,0.0,239.54,1.0,0,0,1,1,5,1
765,1.708,0.0,239.04,7.0,1,0,18,30,3,19
766,0.31,0.106,244.6,1.2,0,0,0,26,3,0
767,4.032,0.194,235.82,17.0,0,38,17,7,2,55
768,0.862,0.206,241.4,3.6,0,0,12,8,8,12
769,1.158,0.152,239.81,4.8,0,1,0,22,9,1
770,1.834,0.086,245.9,7.4,0,0,19,4,1,19
771,2.168,0.2,242.66,9.0,2,1,18,21,2,21
772,0.254,0.108,241.44,1.2,0,2,0,4,7,2
773,2.894,0.0,239.19,12.0,2,0,18,31,1,20
774,0.334,0.102,247.06,1.4,0,0,0,9,2,0
775,1.32,0.05,230.08,6.2,2,0,16,23,4,18
776,0.354,0.096,240.38,1.6,0,0,0,1,9,0
777,2.562,0.188,238.22,10.8,0,0,18,9,5,18
778,0.39,0.096,238.22,2.0,0,2,0,12,6,2
779,2.038,0.054,243.55,8.2,0,0,19,19,1,19
780,0.84,0.13,240.8,3.6,0,0,0,29,9,0
781,1.744,0.054,235.3,7.4,0,0,17,4,5,17
782,0.14,0.0,239.25,0.6,0,0,0,29,9,0
783,0.304,0.09,240.53,1.2,0,1,0,15,11,1
784,2.402,0.27,239.74,10.8,12,0,18,29,5,30
785,0.306,0.26,241.9,1.6,0,2,0,7,8,2
786,1.708,0.048,238.04,7.2,0,0,17,4,4,17
787,1.012,0.15,234.39,4.4,0,0,0,6,11,0
788,0.236,0.048,246.08,1.0,0,1,0,21,12,1
789,1.342,0.0,243.27,5.4,0,0,18,7,3,18
790,1.47,0.066,235.17,6.2,1,0,17,7,5,18
791,0.322,0.088,240.84,1.4,0,0,1,22,4,1
792,0.842,0.056,243.21,3.4,0,0,0,10,12,0
793,0.4,0.236,246.0,1.8,0,2,0,12,3,2
794,0.96,0.104,238.95,4.0,0,0,0,21,1,0
795,2.566,0.12,243.32,10.6,1,36,0,31,1,37
796,0.302,0.076,244.9,1.2,0,2,0,26,3,2
797,0.63,0.2,240.23,2.6,0,1,0,7,6,1
798,0.232,0.11,241.07,1.0,0,2,0,13,7,2
799,0.21,0.126,241.76,1.0,0,1,0,2,8,1
800,3.204,0.158,241.22,13.2,0,37,0,2,1,37
801,0.622,0.058,243.1,2.6,0,0,0,21,12,0
802,0.21,0.0,237.95,0.8,0,0,0,3,4,0
803,1.306,0.0,238.8,5.4,0,0,18,8,9,18
804,1.826,0.472,233.65,8.0,0,1,16,10,5,17
805,0.216,0.11,234.53,1.0,0,0,0,26,7,0
806,1.404,0.186,238.65,5.8,0,0,18,31,5,18
807,0.49,0.272,238.5,2.2,0,0,0,22,7,0
808,0.346,0.084,244.35,1.4,0,0,0,8,2,0
809,1.778,0.142,241.6,7.4,0,2,18,19,2,20
810,1.4,0.078,243.39,5.6,0,0,18,9,12,18
811,1.374,0.216,239.32,5.8,0,0,18,16,6,18
812,1.516,0.222,239.96,6.4,0,1,18,30,11,19
813,2.174,0.184,244.02,9.2,0,1,19,13,12,20
814,0.38,0.242,242.62,2.0,0,1,2,28,7,3
815,0.38,0.262,245.03,1.8,0,1,0,8,7,1
816,3.32,0.0,239.13,13.8,0,0,17,7,4,17
817,0.302,0.08,235.67,1.4,0,0,1,3,6,1
818,0.626,0.218,239.97,2.8,0,2,0,7,10,2
819,0.14,0.0,240.27,0.6,0,0,1,5,7,1
820,1.272,0.11,238.5,5.2,0,2,18,20,6,20
821,0.432,0.2,244.87,2.0,0,0,0,21,3,0
822,0.264,0.0,246.38,1.0,0,0,1,16,10,1
823,0.618,0.22,244.77,2.8,0,2,0,1,11,2
824,0.454,0.084,239.95,1.8,0,0,0,3,7,0
825,0.198,0.0,243.87,0.8,0,0,0,21,6,0
826,1.316,0.08,235.37,5.6,0,0,17,6,6,17
827,1.856,0.0,235.68,7.8,0,0,0,7,1,0
828,0.59,0.156,246.45,2.6,1,2,0,30,3,3
829,1.248,0.144,241.73,5.2,0,0,1,15,1,1
830,1.026,0.072,242.12,4.4,0,0,0,27,1,0
831,3.36,0.164,231.2,14.4,0,0,16,17,12,16
832,1.428,0.068,242.65,5.8,0,1,18,8,1,19
833,0.358,0.226,243.87,1.8,0,2,1,8,7,3
834,0.324,0.072,241.51,1.4,0,2,0,19,2,2
835,0.442,0.12,240.67,2.0,0,2,0,23,9,2
836,0.888,0.0,239.66,3.6,1,0,1,14,10,2
837,1.46,0.058,237.8,6.2,0,0,0,4,2,0
838,0.224,0.0,241.92,1.0,0,0,0,9,11,0
839,0.67,0.346,243.57,3.2,0,0,0,3,6,0
840,1.49,0.192,241.33,6.2,0,0,19,8,10,19
841,1.686,0.23,230.49,7.4,0,1,17,10,8,18
842,1.76,0.0,236.76,7.4,0,0,17,15,10,17
843,0.216,0.0,234.75,1.0,0,0,0,24,5,0
844,1.534,0.086,236.81,6.4,0,0,18,29,9,18
845,1.814,0.178,240.37,7.6,0,2,18,28,11,20
846,0.226,0.0,246.4,0.8,0,0,1,3,11,1
847,1.124,0.494,238.24,5.2,0,2,13,25,7,15
848,0.302,0.064,241.8,1.2,0,0,0,20,2,0
849,0.404,0.39,236.17,2.4,0,1,0,11,9,1
850,4.344,0.072,235.01,18.4,0,1,17,15,12,18
851,1.42,0.114,241.99,5.8,0,0,18,22,5,18
852,0.654,0.288,241.77,3.0,0,0,0,13,7,0
853,0.33,0.084,241.77,1.4,0,1,1,18,10,2
854,2.926,0.122,239.63,12.2,0,1,18,15,10,19
855,0.188,0.0,241.39,0.8,0,0,0,5,7,0
856,0.284,0.056,237.75,1.2,1,0,0,19,2,1
857,3.618,0.0,232.25,15.6,0,37,16,26,5,53
858,1.35,0.216,241.25,5.6,0,1,18,26,9,19
859,3.64,0.104,238.59,15.2,38,0,18,30,3,56
860,0.632,0.0,240.51,2.6,0,0,0,7,11,0
861,3.466,0.624,237.83,16.2,22,0,26,10,5,48
862,1.494,0.082,240.34,6.2,0,0,18,30,6,18
863,0.452,0.348,242.39,2.2,0,1,1,9,11,2
864,1.324,0.0,243.53,5.4,0,0,18,28,2,18
865,0.472,0.266,243.05,2.2,1,1,0,30,8,2
866,0.372,0.222,242.94,1.8,0,1,0,29,3,1
867,0.384,0.058,246.39,1.8,0,0,0,8,12,0
868,1.228,0.082,234.75,5.2,0,0,17,24,4,17
869,0.468,0.246,241.16,2.2,0,2,1,6,5,3
870,1.036,0.156,243.3,4.2,0,0,0,30,11,0
871,0.354,0.0,239.56,1.6,0,0,1,6,10,1
872,0.286,0.058,243.9,1.4,0,0,0,4,1,0
873,0.202,0.104,239.11,1.0,0,1,0,26,6,1
874,0.822,0.408,248.07,3.6,0,5,0,12,12,5
875,4.75,0.13,237.58,20.0,38,0,0,10,9,38
876,0.314,0.098,244.1,1.4,0,0,0,13,3,0
877,1.454,0.3,238.82,6.2,0,1,17,9,7,18
878,3.78,0.126,234.23,16.2,37,0,0,22,1,37
879,0.41,0.148,248.92,1.8,0,0,0,4,1,0
880,1.376,0.142,240.94,5.6,0,0,18,12,1,18
881,0.41,0.074,242.86,1.6,0,0,0,22,2,0
882,0.398,0.24,242.04,1.8,0,2,0,30,3,2
883,0.45,0.122,239.9,2.2,0,0,0,29,7,0
884,0.248,0.076,230.82,1.0,0,2,0,7,6,2
885,0.23,0.136,243.6,1.0,0,0,1,13,7,1
886,0.344,0.268,243.1,1.8,0,0,1,25,5,1
887,0.342,0.11,243.46,1.4,0,0,1,23,5,1
888,0.136,0.0,241.31,0.6,0,0,1,23,6,1
889,0.312,0.084,243.87,1.2,0,1,1,29,4,2
890,0.264,0.0,244.69,1.2,0,0,0,8,1,0
891,2.328,0.376,240.12,9.8,0,1,28,20,4,29
892,1.328,0.078,234.73,5.6,0,1,16,5,6,17
893,2.514,0.24,238.74,10.8,1,0,17,7,1,18
894,1.178,0.0,238.47,4.8,0,0,17,12,7,17
895,0.314,0.246,242.72,1.6,0,2,1,19,8,3
896,0.25,0.252,239.95,1.4,0,0,0,24,8,0
897,0.23,0.0,243.62,1.0,0,0,0,9,3,0
898,1.904,0.132,237.42,9.8,0,0,1,6,6,1
899,2.922,0.506,237.28,13.0,2,12,0,20,6,14
900,1.726,0.282,236.41,7.4,1,0,17,5,12,18
901,0.32,0.146,246.59,1.4,0,0,0,28,12,0
902,2.498,0.0,238.16,10.4,0,1,18,5,2,19
903,0.29,0.136,240.29,1.4,0,0,1,11,7,1
904,1.498,0.33,239.26,6.4,2,1,18,12,9,21
905,1.258,0.104,241.78,5.2,0,0,19,17,6,19
906,1.324,0.056,237.71,5.6,0,0,18,10,3,18
907,0.218,0.11,241.66,1.0,0,0,0,21,6,0
908,0.332,0.15,246.6,1.4,0,0,0,7,2,0
909,2.004,0.164,237.66,8.4,0,4,17,15,8,21
910,0.46,0.354,240.4,2.4,0,2,0,3,7,2
911,1.052,0.0,247.81,4.2,0,0,0,27,12,0
912,0.332,0.078,240.52,1.4,0,0,0,14,4,0
913,1.504,0.146,239.5,6.2,0,0,18,23,6,18
914,0.25,0.23,241.07,1.4,0,0,1,6,8,1
915,1.578,0.102,244.69,6.4,0,0,0,22,1,0
916,0.234,0.0,239.13,1.0,0,0,0,19,1,0
917,0.312,0.054,241.02,1.4,0,0,0,26,10,0
918,0.378,0.086,247.59,1.6,0,0,0,27,1,0
919,0.17,0.0,240.91,0.8,0,0,0,3,7,0
920,0.36,0.112,241.41,1.6,0,0,1,15,6,1
921,0.404,0.142,242.46,1.8,0,0,1,22,4,1
922,0.268,0.184,233.77,1.4,0,2,0,17,7,2
923,2.22,0.074,239.72,9.2,0,1,18,20,11,19
924,0.952,0.0,244.73,3.8,0,0,1,21,10,1
925,0.328,0.26,239.28,1.6,0,1,1,27,8,2
